Tweets	id	len	date	source	likes	rt
https://t.co/PSWk9DTi1t Póngase a pensar en la reacción de los ejecutivos de HBO, que venían de hacer Rome y Sex an… https://t.co/mtl6x32Pf9	1118692611072589824	140	2019-04-18 01:47:57	Buffer	6	1
"¿Cuál es tu serie favorita de Netflix?
MAÑANA jueves 18 de abril a las 6:45 pm te esperamos en MILENIO Televisión… https://t.co/3OZfPh2RHg"	1118615159046586368	138	2019-04-17 20:40:11	Hootsuite Inc.	2	0
https://t.co/PSWk9DTi1t Quiero que se imagine usted, por favor, la cara de los ejecutivos de HBO cuando llegaron lo… https://t.co/FouBoEzVvJ	1118603442384244736	140	2019-04-17 19:53:37	Hootsuite Inc.	21	2
https://t.co/PSWk9DTi1t Hay muchas cosas que me fascinan de Game Of Thrones y quiero aprovechar estos días, en que… https://t.co/2jtpHkKaAH	1118569895829045248	139	2019-04-17 17:40:19	Buffer	16	1
"¡""Game of Thrones"" y su dinero! https://t.co/c7qZoVMpYu @GameOfThrones @HBO @HBOLAT #GameofThrones #Bran #Daenerys… https://t.co/hzLH1uCdB2"	1118559925804969985	139	2019-04-17 17:00:42	Hootsuite Inc.	2	1
"""Game of Thrones"" y su dinero! https://t.co/c7qZoVMpYu @GameOfThrones @HBO @HBOLAT #GameofThrones #Bran #Daenerys… https://t.co/4TU55TBm53"	1118544858757652490	138	2019-04-17 16:00:50	Hootsuite Inc.	3	0
"¡""Game of Thrones"" y su dinero https://t.co/c7qZoVMpYu @GameOfThrones @HBO @HBOLAT #GameofThrones #Bran #Daenerys… https://t.co/E5wZlKUINr"	1118529734311329792	138	2019-04-17 15:00:44	Hootsuite Inc.	2	1
"""Game of Thrones"" y su dinero https://t.co/c7qZoVMpYu @GameOfThrones @HBO @HBOLAT #GameofThrones #Bran #Daenerys… https://t.co/wlL0rsqeZA"	1118514595994509312	137	2019-04-17 14:00:35	Hootsuite Inc.	8	2
"¡""Game of Thrones"" y el dinero! https://t.co/c7qZoVMpYu @GameOfThrones @HBO @HBOLAT #GameofThrones #Bran #Daenerys… https://t.co/8IfkSIHIh8"	1118499505316429824	139	2019-04-17 13:00:37	Hootsuite Inc.	3	0
"¿Cuál es tu serie de Amazon Prime favorita?
MAÑANA jueves 18 de abril a las 6:45 pm te esperamos en MILENIO Televis… https://t.co/8p5P3KV0kL"	1118494380715913217	140	2019-04-17 12:40:15	Hootsuite Inc.	0	0
